q1,q2,q1_dot,q2_dot,q1_ddot,q2_ddot,tau1,tau2
0.012321950214261222,-0.1463032278832373,0.42020156911998485,-2.4225642406092307,-276.030169467,-274.5480287731826,-0.695965051651001,-0.7057698965072632
-0.028796613669783006,-0.2220843472041074,-2.3401001255500153,-5.168044528341056,56.646678767267254,274.8817040782871,0.131779745221138,0.668437659740448
-0.06393325051091231,-0.24011236993187515,-1.7736333378773428,-2.419227487558185,3.3498659950227605,302.55693848051897,-9.84942598734051e-05,0.7520232796669006
-0.11384914276483186,-0.20464086560224717,-1.7401346779271152,0.6063418972470043,-150.63000447697146,232.67118821294105,-0.38925427198410034,0.5904987454414368
-0.18812924542346512,-0.14651084414572563,-3.2464347226968298,2.9330537793764146,-93.20368116082228,-5.292959325253799,-0.25185418128967285,0.0012019375571981072
-0.23533858741774952,-0.06537791430617194,-4.178471534305053,2.8801241861238767,362.39400465769523,234.52304327506982,0.8954601883888245,0.6070588231086731
-0.21690696424578668,0.03571847276537274,-0.5545314877281007,5.225354618874575,294.24300971587735,-33.99339471336242,0.7410297393798828,-0.05942811444401741
-0.1373429591028805,0.12211206396138369,2.387898609430673,4.885420671740951,317.0052348657453,-112.77214022824644,0.8131986260414124,-0.2600618600845337
-0.047065984419859985,0.21386183731698577,5.557950958088126,3.7576992694584863,-208.1268548164929,165.40632089285498,-0.49819087982177734,0.43632280826568604
0.05655886344686913,0.35005789210170957,3.476682409923197,5.411762478387036,339.78588011882937,278.6792079379559,0.8765727281570435,0.73121577501297
0.18149803235199896,0.4828060526826423,6.874541211111491,8.198554557766595,-125.10330092491762,-311.1924789323486,-0.28222784399986267,-0.7450355887413025
0.3014461472357268,0.5774407045221311,5.623508201862315,5.086629768443109,74.53156876000904,-70.74399704559626,0.21640866994857788,-0.15314313769340515
0.4514670679422237,0.63774245719376,6.368823889462405,4.379189797987147,225.69117243833645,-271.91530920369854,0.6020570993423462,-0.6645933985710144
0.6288374604700164,0.672112552825487,8.62573561384577,1.6600367059501613,48.39600853158288,11.654319092232356,0.16544851660728455,0.0378304049372673
0.7837215494988439,0.7004081337799095,9.109695699161598,1.7765798968724849,-272.19334265149865,-72.11842316908196,-0.6425586342811584,-0.17345114052295685
0.8869727587998996,0.7292606317629025,6.3877622726466114,1.0553956651816652,-244.22714315864891,77.18932920853092,-0.5853375196456909,0.20002809166908264
