episode,steps,reward,energy_cost
1,150,-5.292528903220045,0.07561692610969292
2,150,-8.185476324247649,0.07833855335009111
3,150,-12.059476451041972,0.18214138608564703
4,150,-11.362150394335641,0.1433125310590621
5,150,-9.053932638493752,0.1295085096936237
6,150,-7.493919675116077,0.1327401353636551
7,150,-9.605576686142077,0.15855330039470703
8,150,-8.874041105312484,0.09076832042124361
9,150,-6.120958730196307,0.08395287165896362
10,150,-10.69238467958583,0.13965944581649403
